,name,#oe,#ue,#grainy,#blurry,#people_not_ratings
359,voc_emotic_ava/VOC2012__2010_002696.jpg,11,7,1,1,6
360,voc_emotic_ava/VOC2012__2010_003559.jpg,9,8,2,1,7
361,voc_emotic_ava/VOC2012__2010_003662.jpg,9,9,1,1,6
362,voc_emotic_ava/VOC2012__2010_003997.jpg,11,6,1,1,45
363,voc_emotic_ava/VOC2012__2010_005137.jpg,11,6,1,2,7
364,voc_emotic_ava/VOC2012__2010_005207.jpg,9,8,1,1,7
365,voc_emotic_ava/VOC2012__2010_005488.jpg,9,7,3,0,7
366,voc_emotic_ava/VOC2012__2010_005814.jpg,10,6,2,2,7
367,voc_emotic_ava/VOC2012__2010_006278.jpg,12,5,4,0,6
368,voc_emotic_ava/VOC2012__2010_006719.jpg,12,6,1,1,7
369,voc_emotic_ava/VOC2012__2011_000067.jpg,10,5,5,0,6
370,voc_emotic_ava/VOC2012__2011_001109.jpg,5,11,2,2,6
371,voc_emotic_ava/VOC2012__2011_001758.jpg,10,7,3,1,6
372,voc_emotic_ava/VOC2012__2011_001840.jpg,11,6,2,0,7
373,voc_emotic_ava/VOC2012__2011_004229.jpg,10,7,3,2,46
374,voc_emotic_ava/VOC2012__2011_004546.jpg,8,8,3,1,6
375,voc_emotic_ava/VOC2012__2011_006180.jpg,7,8,3,2,6
376,voc_emotic_ava/VOC2012__2011_006919.jpg,6,8,3,2,7
377,voc_emotic_ava/VOC2012__2011_007125.jpg,11,5,4,0,7
378,voc_emotic_ava/VOC2012__2012_000348.jpg,11,5,3,0,6
379,voc_emotic_ava/VOC2012__2012_001334.jpg,8,8,3,0,8
380,voc_emotic_ava/VOC2012__2012_003876.jpg,12,4,4,1,7
381,blur_dataset/out_of_focus0164.jpg,8,6,3,1,8
382,blur_dataset/out_of_focus0181.jpg,10,7,0,1,7
383,blur_dataset/out_of_focus0328.jpg,14,2,1,1,6
384,blur_dataset/out_of_focus0329.jpg,11,7,1,1,6
385,blur_dataset/out_of_focus0339.jpg,16,2,2,0,7
386,blur_dataset/out_of_focus0503.jpg,15,3,0,1,6
387,blur_dataset/out_of_focus0579.jpg,8,7,1,2,7
388,blur_dataset/out_of_focus0616.jpg,10,4,3,1,9
389,voc_emotic_ava/AVA__104253.jpg,9,9,1,0,8
390,voc_emotic_ava/AVA__120636.jpg,12,4,2,0,7
391,voc_emotic_ava/AVA__121373.jpg,6,9,5,0,7
392,voc_emotic_ava/AVA__121676.jpg,6,8,2,1,7
393,voc_emotic_ava/AVA__132821.jpg,10,6,3,0,10
394,voc_emotic_ava/AVA__139655.jpg,11,5,1,2,8
395,voc_emotic_ava/AVA__151363.jpg,7,6,7,0,7
396,voc_emotic_ava/AVA__151834.jpg,11,4,5,1,7
397,voc_emotic_ava/AVA__155937.jpg,5,11,4,0,7
398,voc_emotic_ava/AVA__15850.jpg,11,3,3,1,9
399,voc_emotic_ava/AVA__172407.jpg,4,8,8,0,7
400,voc_emotic_ava/AVA__264611.jpg,8,10,4,0,6
401,voc_emotic_ava/AVA__274810.jpg,9,8,1,1,7
402,voc_emotic_ava/AVA__290246.jpg,11,5,1,1,6
403,voc_emotic_ava/AVA__301713.jpg,6,8,5,0,8
404,voc_emotic_ava/AVA__308984.jpg,11,4,2,0,9
405,voc_emotic_ava/AVA__309677.jpg,5,11,3,0,7
406,voc_emotic_ava/AVA__310618.jpg,16,3,0,0,8
407,voc_emotic_ava/AVA__32012.jpg,10,5,2,0,9
408,voc_emotic_ava/AVA__325086.jpg,11,6,1,1,7
409,voc_emotic_ava/AVA__333769.jpg,12,3,3,1,9
410,voc_emotic_ava/AVA__339433.jpg,10,7,2,0,7
411,voc_emotic_ava/AVA__381862.jpg,9,7,5,0,9
412,voc_emotic_ava/AVA__387104.jpg,4,11,3,1,7
413,voc_emotic_ava/AVA__446289.jpg,13,5,2,0,7
414,voc_emotic_ava/AVA__505836.jpg,11,5,2,1,8
415,voc_emotic_ava/AVA__513187.jpg,12,6,2,0,7
416,voc_emotic_ava/AVA__618536.jpg,11,3,2,0,8
417,voc_emotic_ava/AVA__663456.jpg,13,5,1,1,7
418,voc_emotic_ava/AVA__686772.jpg,4,16,2,1,4
419,voc_emotic_ava/AVA__747075.jpg,13,5,1,0,8
420,voc_emotic_ava/AVA__75528.jpg,10,7,2,0,9
421,voc_emotic_ava/AVA__801172.jpg,8,8,4,0,6
422,voc_emotic_ava/AVA__803528.jpg,3,10,5,1,7
423,voc_emotic_ava/AVA__84575.jpg,12,5,4,0,8
424,voc_emotic_ava/AVA__884836.jpg,9,4,1,4,8
425,voc_emotic_ava/AVA__90716.jpg,13,4,2,1,6
426,voc_emotic_ava/AVA__947576.jpg,11,4,1,2,8
427,voc_emotic_ava/EMOTIC__5l8yidhk1ysonn4a30.jpg,13,5,1,0,8
428,voc_emotic_ava/EMOTIC__COCO_train2014_000000005699.jpg,11,6,4,0,7
429,voc_emotic_ava/EMOTIC__COCO_train2014_000000009460.jpg,14,3,2,0,7
430,voc_emotic_ava/EMOTIC__COCO_train2014_000000038122.jpg,14,4,1,0,8
431,voc_emotic_ava/EMOTIC__COCO_train2014_000000118104.jpg,12,3,3,0,8
432,voc_emotic_ava/EMOTIC__COCO_train2014_000000151300.jpg,15,4,1,0,7
433,voc_emotic_ava/EMOTIC__COCO_train2014_000000192090.jpg,11,5,2,0,8
434,voc_emotic_ava/EMOTIC__COCO_train2014_000000198027.jpg,13,4,1,1,8
435,voc_emotic_ava/EMOTIC__COCO_train2014_000000215511.jpg,10,7,2,0,8
436,voc_emotic_ava/EMOTIC__COCO_train2014_000000257297.jpg,12,5,1,0,8
437,voc_emotic_ava/EMOTIC__COCO_train2014_000000259022.jpg,9,6,1,1,8
438,voc_emotic_ava/EMOTIC__COCO_train2014_000000264598.jpg,14,2,2,0,8
439,voc_emotic_ava/EMOTIC__COCO_train2014_000000265781.jpg,13,4,2,0,8
440,voc_emotic_ava/EMOTIC__COCO_train2014_000000270740.jpg,14,3,0,1,7
441,voc_emotic_ava/EMOTIC__COCO_train2014_000000326048.jpg,10,9,2,0,7
442,voc_emotic_ava/EMOTIC__COCO_train2014_000000400828.jpg,11,4,2,2,8
443,voc_emotic_ava/EMOTIC__COCO_train2014_000000436719.jpg,11,3,4,2,7
444,voc_emotic_ava/EMOTIC__COCO_train2014_000000459255.jpg,15,3,1,1,7
445,voc_emotic_ava/EMOTIC__COCO_train2014_000000465941.jpg,12,3,2,0,9
446,voc_emotic_ava/EMOTIC__COCO_train2014_000000483646.jpg,13,5,1,0,9
447,voc_emotic_ava/EMOTIC__COCO_train2014_000000484091.jpg,14,4,1,1,7
448,voc_emotic_ava/EMOTIC__COCO_train2014_000000496128.jpg,4,10,4,3,5
449,voc_emotic_ava/EMOTIC__COCO_train2014_000000499408.jpg,4,16,2,0,6
450,voc_emotic_ava/EMOTIC__COCO_train2014_000000505279.jpg,14,2,2,0,8
451,voc_emotic_ava/EMOTIC__COCO_train2014_000000521094.jpg,14,3,2,1,6
452,voc_emotic_ava/EMOTIC__COCO_train2014_000000528020.jpg,12,6,0,0,7
453,voc_emotic_ava/EMOTIC__COCO_train2014_000000580120.jpg,10,1,7,2,5
454,voc_emotic_ava/EMOTIC__COCO_val2014_000000005193.jpg,12,2,3,1,9
455,voc_emotic_ava/EMOTIC__COCO_val2014_000000037209.jpg,10,2,3,1,8
456,voc_emotic_ava/EMOTIC__COCO_val2014_000000072376.jpg,13,4,3,0,7
457,voc_emotic_ava/EMOTIC__COCO_val2014_000000116046.jpg,11,5,3,0,8
458,voc_emotic_ava/EMOTIC__COCO_val2014_000000241124.jpg,12,4,4,1,6
459,voc_emotic_ava/EMOTIC__COCO_val2014_000000246863.jpg,14,4,2,1,7
460,voc_emotic_ava/EMOTIC__COCO_val2014_000000251741.jpg,12,3,4,0,6
461,voc_emotic_ava/EMOTIC__COCO_val2014_000000256505.jpg,17,3,0,0,8
462,voc_emotic_ava/EMOTIC__COCO_val2014_000000472253.jpg,11,5,2,1,7
463,voc_emotic_ava/EMOTIC__COCO_val2014_000000484614.jpg,16,4,0,1,8
464,voc_emotic_ava/EMOTIC__COCO_val2014_000000506569.jpg,10,6,3,0,8
465,voc_emotic_ava/EMOTIC__COCO_val2014_000000521440.jpg,11,2,3,0,9
466,voc_emotic_ava/EMOTIC__a83644u3ngcb8qhfdw.jpg,11,4,3,0,9
467,voc_emotic_ava/EMOTIC__alwrnalobiy0ui4s5d.jpg,11,3,2,2,7
468,voc_emotic_ava/EMOTIC__gdshj2cuvgptj37mwa.jpg,13,3,2,0,8
469,voc_emotic_ava/EMOTIC__sun_aqcaoeudukikxrvw.jpg,10,5,7,0,5
470,voc_emotic_ava/JPEGImages__2008_000274.jpg,13,4,3,0,8
471,voc_emotic_ava/JPEGImages__2008_000814.jpg,8,9,3,0,6
472,voc_emotic_ava/JPEGImages__2008_001834.jpg,13,4,2,0,7
473,voc_emotic_ava/JPEGImages__2008_002220.jpg,11,4,2,0,9
474,voc_emotic_ava/JPEGImages__2008_003587.jpg,13,5,1,0,9
475,voc_emotic_ava/JPEGImages__2008_003720.jpg,11,6,4,0,7
476,voc_emotic_ava/JPEGImages__2008_004214.jpg,12,3,3,0,7
477,voc_emotic_ava/JPEGImages__2008_004946.jpg,11,3,5,0,9
478,voc_emotic_ava/JPEGImages__2008_005363.jpg,11,6,1,0,8
479,voc_emotic_ava/JPEGImages__2008_005976.jpg,13,3,2,1,7
480,voc_emotic_ava/JPEGImages__2008_007662.jpg,11,5,2,0,9
481,voc_emotic_ava/JPEGImages__2008_007691.jpg,13,5,0,0,8
482,voc_emotic_ava/JPEGImages__2008_008682.jpg,9,6,5,0,5
483,voc_emotic_ava/JPEGImages__2009_000439.jpg,11,6,0,0,9
484,voc_emotic_ava/JPEGImages__2009_000727.jpg,12,3,1,1,8
485,voc_emotic_ava/JPEGImages__2009_001678.jpg,9,4,3,1,9
486,voc_emotic_ava/JPEGImages__2009_003157.jpg,8,9,5,0,6
487,voc_emotic_ava/JPEGImages__2009_004289.jpg,10,5,5,0,7
488,voc_emotic_ava/JPEGImages__2010_000682.jpg,10,4,5,0,7
489,voc_emotic_ava/JPEGImages__2010_001246.jpg,16,3,0,0,7
490,voc_emotic_ava/JPEGImages__2010_001785.jpg,13,3,1,0,8
491,voc_emotic_ava/JPEGImages__2010_002594.jpg,9,5,4,0,8
492,voc_emotic_ava/JPEGImages__2010_003331.jpg,11,6,0,1,8
493,voc_emotic_ava/JPEGImages__2010_004052.jpg,11,4,2,1,8
494,voc_emotic_ava/JPEGImages__2010_004832.jpg,11,5,1,0,9
495,voc_emotic_ava/JPEGImages__2010_004942.jpg,15,2,1,0,7
496,voc_emotic_ava/JPEGImages__2010_005111.jpg,10,5,3,0,8
497,voc_emotic_ava/JPEGImages__2010_005712.jpg,8,6,3,0,7
498,voc_emotic_ava/JPEGImages__2011_000138.jpg,5,9,7,0,6
499,voc_emotic_ava/JPEGImages__2011_000517.jpg,11,3,3,0,8
500,voc_emotic_ava/JPEGImages__2011_002268.jpg,14,2,0,1,9
501,voc_emotic_ava/JPEGImages__2011_002751.jpg,8,4,5,1,7
502,voc_emotic_ava/JPEGImages__2011_002887.jpg,12,2,3,0,10
503,voc_emotic_ava/JPEGImages__2011_003073.jpg,13,5,1,0,8
504,voc_emotic_ava/JPEGImages__2011_003483.jpg,13,6,1,1,6
505,voc_emotic_ava/JPEGImages__2011_004028.jpg,14,3,4,0,6
506,voc_emotic_ava/JPEGImages__2011_004299.jpg,12,3,5,2,7
507,voc_emotic_ava/JPEGImages__2011_005533.jpg,11,4,2,0,10
508,voc_emotic_ava/JPEGImages__2011_005940.jpg,12,5,0,1,8
509,voc_emotic_ava/JPEGImages__2011_006196.jpg,13,5,2,0,7
510,voc_emotic_ava/JPEGImages__2011_007018.jpg,12,5,3,0,6
511,voc_emotic_ava/JPEGImages__2011_007197.jpg,10,5,1,0,9
512,voc_emotic_ava/JPEGImages__2012_000085.jpg,14,3,1,0,8
513,voc_emotic_ava/JPEGImages__2012_001766.jpg,10,5,6,0,6
514,voc_emotic_ava/JPEGImages__2012_002333.jpg,12,3,4,2,8
515,voc_emotic_ava/JPEGImages__2012_002655.jpg,13,5,1,0,8
516,voc_emotic_ava/JPEGImages__2012_002933.jpg,12,3,3,0,8
517,voc_emotic_ava/JPEGImages__2012_003314.jpg,10,7,3,0,6
518,voc_emotic_ava/JPEGImages__2012_003403.jpg,15,4,1,0,7
519,voc_emotic_ava/JPEGImages__2012_003872.jpg,6,8,4,0,8
520,voc_emotic_ava/VOC2012__2008_001110.jpg,12,2,3,0,7
521,voc_emotic_ava/VOC2012__2008_001485.jpg,10,4,3,0,8
522,voc_emotic_ava/VOC2012__2008_003923.jpg,11,5,3,0,9
523,voc_emotic_ava/VOC2012__2008_004049.jpg,15,3,1,1,7
524,voc_emotic_ava/VOC2012__2008_004057.jpg,11,5,3,1,8
525,voc_emotic_ava/VOC2012__2008_005207.jpg,10,6,3,0,7
526,voc_emotic_ava/VOC2012__2008_005226.jpg,7,10,3,0,8
527,voc_emotic_ava/VOC2012__2008_005535.jpg,10,5,2,1,8
528,voc_emotic_ava/VOC2012__2008_005795.jpg,11,5,3,0,7
529,voc_emotic_ava/VOC2012__2008_007490.jpg,14,2,0,1,8
530,voc_emotic_ava/VOC2012__2008_007944.jpg,12,7,1,0,6
531,voc_emotic_ava/VOC2012__2009_000480.jpg,15,3,1,0,8
532,voc_emotic_ava/VOC2012__2009_001397.jpg,9,5,4,0,8
533,voc_emotic_ava/VOC2012__2009_001443.jpg,8,5,6,0,8
534,voc_emotic_ava/VOC2012__2009_001579.jpg,10,3,4,0,8
535,voc_emotic_ava/VOC2012__2009_002469.jpg,13,4,2,0,7
536,voc_emotic_ava/VOC2012__2009_002911.jpg,10,5,1,1,8
537,voc_emotic_ava/VOC2012__2009_003251.jpg,11,5,3,1,7
538,voc_emotic_ava/VOC2012__2009_004403.jpg,12,4,3,3,5
539,voc_emotic_ava/VOC2012__2010_001863.jpg,9,4,5,1,8
540,voc_emotic_ava/VOC2012__2010_001896.jpg,12,2,4,0,8
541,voc_emotic_ava/VOC2012__2010_001912.jpg,8,7,5,1,6
542,voc_emotic_ava/VOC2012__2010_002178.jpg,8,6,2,1,8
543,voc_emotic_ava/VOC2012__2010_002713.jpg,13,3,2,0,7
544,voc_emotic_ava/VOC2012__2010_003748.jpg,14,2,3,0,7
545,voc_emotic_ava/VOC2012__2010_003825.jpg,11,4,2,0,10
546,voc_emotic_ava/VOC2012__2010_003826.jpg,9,6,3,0,8
547,voc_emotic_ava/VOC2012__2011_000402.jpg,8,3,6,1,8
548,voc_emotic_ava/VOC2012__2011_000483.jpg,15,2,1,0,8
549,voc_emotic_ava/VOC2012__2011_001137.jpg,15,3,1,1,6
550,voc_emotic_ava/VOC2012__2011_001948.jpg,7,6,4,0,8
551,voc_emotic_ava/VOC2012__2011_002309.jpg,5,12,5,1,5
552,voc_emotic_ava/VOC2012__2011_002624.jpg,13,3,1,0,8
553,voc_emotic_ava/VOC2012__2011_002805.jpg,10,5,3,2,6
554,voc_emotic_ava/VOC2012__2011_002875.jpg,13,6,0,0,8
555,voc_emotic_ava/VOC2012__2011_002952.jpg,14,5,0,1,7
556,voc_emotic_ava/VOC2012__2011_003671.jpg,4,11,6,1,5
557,voc_emotic_ava/VOC2012__2011_003964.jpg,11,4,3,0,9
558,voc_emotic_ava/VOC2012__2011_003992.jpg,9,2,7,3,4
559,voc_emotic_ava/VOC2012__2011_004480.jpg,8,7,5,0,7
560,voc_emotic_ava/VOC2012__2011_005392.jpg,9,3,7,1,7
561,voc_emotic_ava/VOC2012__2011_006256.jpg,13,4,3,0,7
562,voc_emotic_ava/VOC2012__2011_006953.jpg,12,4,1,1,7
563,voc_emotic_ava/VOC2012__2012_000033.jpg,10,6,1,0,8
564,voc_emotic_ava/VOC2012__2012_000789.jpg,16,3,3,0,7
565,voc_emotic_ava/VOC2012__2012_000886.jpg,6,6,6,3,5
566,voc_emotic_ava/VOC2012__2012_002626.jpg,11,5,2,1,7
567,voc_emotic_ava/VOC2012__2012_002659.jpg,11,4,4,0,7
568,blur_dataset/motion0226.jpg,12,7,4,3,14
569,blur_dataset/out_of_focus0157.jpg,15,5,4,0,16
570,blur_dataset/out_of_focus0455.jpg,12,2,4,5,17
571,blur_dataset/out_of_focus0528.jpg,13,4,6,3,18
572,blur_dataset/out_of_focus0626.jpg,14,5,5,0,17
573,voc_emotic_ava/AVA__10823.jpg,10,7,5,2,18
574,voc_emotic_ava/AVA__109793.jpg,14,2,3,2,20
575,voc_emotic_ava/AVA__117253.jpg,17,2,3,3,16
576,voc_emotic_ava/AVA__12702.jpg,14,3,7,2,18
577,voc_emotic_ava/AVA__165032.jpg,7,3,3,4,13
578,voc_emotic_ava/AVA__167100.jpg,12,5,7,1,16
579,voc_emotic_ava/AVA__181428.jpg,15,5,5,1,17
580,voc_emotic_ava/AVA__204508.jpg,15,5,6,1,18
581,voc_emotic_ava/AVA__246215.jpg,12,6,5,2,16
582,voc_emotic_ava/AVA__254562.jpg,14,5,5,2,16
583,voc_emotic_ava/AVA__265447.jpg,14,5,7,1,16
584,voc_emotic_ava/AVA__28927.jpg,15,4,7,2,16
585,voc_emotic_ava/AVA__291847.jpg,11,2,5,15,8
586,voc_emotic_ava/AVA__314483.jpg,12,8,4,2,16
587,voc_emotic_ava/AVA__315671.jpg,15,2,8,1,16
588,voc_emotic_ava/AVA__324647.jpg,17,3,4,0,17
589,voc_emotic_ava/AVA__34340.jpg,13,5,6,1,15
590,voc_emotic_ava/AVA__346540.jpg,13,4,4,3,18
591,voc_emotic_ava/AVA__359690.jpg,10,9,3,2,15
592,voc_emotic_ava/AVA__365057.jpg,20,8,9,3,21
593,voc_emotic_ava/AVA__402118.jpg,23,5,9,0,23
594,voc_emotic_ava/AVA__424490.jpg,17,10,9,1,24
595,voc_emotic_ava/AVA__42759.jpg,20,10,9,5,16
596,voc_emotic_ava/AVA__484274.jpg,17,16,6,6,15
597,voc_emotic_ava/AVA__506222.jpg,11,8,4,3,9
598,voc_emotic_ava/AVA__549294.jpg,13,2,5,2,12
599,voc_emotic_ava/AVA__550697.jpg,10,11,2,3,10
600,voc_emotic_ava/AVA__613051.jpg,10,11,1,2,10
601,voc_emotic_ava/AVA__646285.jpg,14,3,4,3,11
602,voc_emotic_ava/AVA__647537.jpg,13,3,5,0,13
603,voc_emotic_ava/AVA__664513.jpg,7,13,6,0,10
604,voc_emotic_ava/AVA__701315.jpg,9,6,4,3,12
605,voc_emotic_ava/AVA__706721.jpg,13,3,3,2,14
606,voc_emotic_ava/AVA__713682.jpg,9,8,2,2,13
607,voc_emotic_ava/AVA__75126.jpg,9,8,9,0,10
608,voc_emotic_ava/AVA__767221.jpg,17,2,4,0,14
609,voc_emotic_ava/AVA__79831.jpg,15,2,5,3,10
610,voc_emotic_ava/AVA__84944.jpg,15,1,6,1,12
611,voc_emotic_ava/AVA__865184.jpg,12,7,4,0,12
612,voc_emotic_ava/AVA__872835.jpg,15,0,6,1,12
613,voc_emotic_ava/AVA__907816.jpg,14,1,6,1,12
614,voc_emotic_ava/AVA__936611.jpg,15,2,6,1,14
615,voc_emotic_ava/AVA__97978.jpg,13,6,4,0,12
616,voc_emotic_ava/EMOTIC__0u6ypz6gplh7u7tjed.jpg,17,2,3,2,12
617,voc_emotic_ava/EMOTIC__5nb0k8qgmqmv78axgf.jpg,17,1,4,2,13
618,voc_emotic_ava/EMOTIC__COCO_train2014_000000001271.jpg,12,5,7,1,12
619,voc_emotic_ava/EMOTIC__COCO_train2014_000000020651.jpg,14,3,8,0,10
620,voc_emotic_ava/EMOTIC__COCO_train2014_000000021248.jpg,17,3,6,1,9
621,voc_emotic_ava/EMOTIC__COCO_train2014_000000025003.jpg,7,11,5,1,11
622,voc_emotic_ava/EMOTIC__COCO_train2014_000000035128.jpg,18,3,2,0,13
623,voc_emotic_ava/EMOTIC__COCO_train2014_000000041453.jpg,11,5,5,2,11
624,voc_emotic_ava/EMOTIC__COCO_train2014_000000065209.jpg,14,2,6,0,14
625,voc_emotic_ava/EMOTIC__COCO_train2014_000000068898.jpg,14,6,6,2,10
626,voc_emotic_ava/EMOTIC__COCO_train2014_000000095308.jpg,14,7,4,0,11
627,voc_emotic_ava/EMOTIC__COCO_train2014_000000095501.jpg,9,8,4,1,12
628,voc_emotic_ava/EMOTIC__COCO_train2014_000000101248.jpg,10,6,7,0,12
629,voc_emotic_ava/EMOTIC__COCO_train2014_000000145911.jpg,12,6,4,1,12
630,voc_emotic_ava/EMOTIC__COCO_train2014_000000177470.jpg,14,5,5,0,13
631,voc_emotic_ava/EMOTIC__COCO_train2014_000000183672.jpg,14,5,3,2,12
632,voc_emotic_ava/EMOTIC__COCO_train2014_000000207225.jpg,13,6,4,2,11
633,voc_emotic_ava/EMOTIC__COCO_train2014_000000226825.jpg,11,9,6,1,8
634,voc_emotic_ava/EMOTIC__COCO_train2014_000000229449.jpg,17,1,5,0,12
635,voc_emotic_ava/EMOTIC__COCO_train2014_000000233102.jpg,15,2,5,1,11
636,voc_emotic_ava/EMOTIC__COCO_train2014_000000242612.jpg,14,0,8,1,12
637,voc_emotic_ava/EMOTIC__COCO_train2014_000000243750.jpg,15,3,4,1,12
638,voc_emotic_ava/EMOTIC__COCO_train2014_000000244476.jpg,12,1,6,2,14
639,voc_emotic_ava/EMOTIC__COCO_train2014_000000251578.jpg,14,3,5,2,12
640,voc_emotic_ava/EMOTIC__COCO_train2014_000000269561.jpg,17,1,5,1,13
641,voc_emotic_ava/EMOTIC__COCO_train2014_000000284338.jpg,11,5,8,1,10
642,voc_emotic_ava/EMOTIC__COCO_train2014_000000296424.jpg,17,1,3,2,11
643,voc_emotic_ava/EMOTIC__COCO_train2014_000000321466.jpg,16,2,4,0,13
644,voc_emotic_ava/EMOTIC__COCO_train2014_000000324904.jpg,15,1,7,1,12
645,voc_emotic_ava/EMOTIC__COCO_train2014_000000368368.jpg,17,1,4,0,14
646,voc_emotic_ava/EMOTIC__COCO_train2014_000000373199.jpg,17,3,1,2,14
647,voc_emotic_ava/EMOTIC__COCO_train2014_000000379294.jpg,16,1,7,2,10
648,voc_emotic_ava/EMOTIC__COCO_train2014_000000444467.jpg,17,3,3,1,13
649,voc_emotic_ava/EMOTIC__COCO_train2014_000000459372.jpg,13,3,7,1,13
650,voc_emotic_ava/EMOTIC__COCO_train2014_000000484598.jpg,15,3,3,1,13
651,voc_emotic_ava/EMOTIC__COCO_train2014_000000500649.jpg,13,1,9,1,13
652,voc_emotic_ava/EMOTIC__COCO_train2014_000000528851.jpg,9,3,9,1,10
653,voc_emotic_ava/EMOTIC__COCO_train2014_000000554518.jpg,11,9,4,2,10
654,voc_emotic_ava/EMOTIC__COCO_train2014_000000561630.jpg,11,5,6,3,11
655,voc_emotic_ava/EMOTIC__COCO_train2014_000000562901.jpg,15,1,6,0,13
656,voc_emotic_ava/EMOTIC__COCO_train2014_000000571640.jpg,11,4,7,1,14
657,voc_emotic_ava/EMOTIC__COCO_val2014_000000004187.jpg,15,3,7,1,11
658,voc_emotic_ava/EMOTIC__COCO_val2014_000000022403.jpg,19,3,3,1,10
659,voc_emotic_ava/EMOTIC__COCO_val2014_000000026413.jpg,14,5,6,0,11
660,voc_emotic_ava/EMOTIC__COCO_val2014_000000038709.jpg,17,5,1,1,13
661,voc_emotic_ava/EMOTIC__COCO_val2014_000000120356.jpg,15,3,5,0,12
662,voc_emotic_ava/EMOTIC__COCO_val2014_000000208044.jpg,13,5,5,0,12
663,voc_emotic_ava/EMOTIC__COCO_val2014_000000228580.jpg,14,2,4,2,12
664,voc_emotic_ava/EMOTIC__COCO_val2014_000000228867.jpg,13,5,6,1,12
665,voc_emotic_ava/EMOTIC__COCO_val2014_000000256055.jpg,17,3,6,2,9
666,voc_emotic_ava/EMOTIC__COCO_val2014_000000256814.jpg,10,3,5,6,8
667,voc_emotic_ava/EMOTIC__COCO_val2014_000000476412.jpg,16,2,6,0,10
668,voc_emotic_ava/EMOTIC__COCO_val2014_000000502163.jpg,12,5,7,1,13
669,voc_emotic_ava/EMOTIC__COCO_val2014_000000502433.jpg,14,4,5,0,12
670,voc_emotic_ava/EMOTIC__COCO_val2014_000000522778.jpg,14,3,6,0,11
671,voc_emotic_ava/EMOTIC__COCO_val2014_000000562632.jpg,10,3,7,2,12
672,voc_emotic_ava/EMOTIC__COCO_val2014_000000581022.jpg,15,4,7,1,9
673,voc_emotic_ava/EMOTIC__b2lpfpoxeeprpg0c74.jpg,9,6,4,1,11
674,voc_emotic_ava/JPEGImages__2007_000645.jpg,14,4,3,4,11
675,voc_emotic_ava/JPEGImages__2007_002055.jpg,12,8,4,0,11
676,voc_emotic_ava/JPEGImages__2008_000142.jpg,12,2,8,2,11
677,voc_emotic_ava/JPEGImages__2008_000222.jpg,15,2,7,2,10
678,voc_emotic_ava/JPEGImages__2008_000691.jpg,8,9,5,0,14
679,voc_emotic_ava/JPEGImages__2008_002408.jpg,15,5,3,1,11
680,voc_emotic_ava/JPEGImages__2008_002869.jpg,14,5,2,2,12
681,voc_emotic_ava/JPEGImages__2008_003060.jpg,16,1,7,0,14
682,voc_emotic_ava/JPEGImages__2008_003275.jpg,13,3,4,0,14
683,voc_emotic_ava/JPEGImages__2008_004441.jpg,15,3,5,0,14
684,voc_emotic_ava/JPEGImages__2008_004690.jpg,17,2,4,1,12
685,voc_emotic_ava/JPEGImages__2008_004873.jpg,14,3,6,1,10
686,voc_emotic_ava/JPEGImages__2008_004917.jpg,12,4,7,1,13
687,voc_emotic_ava/JPEGImages__2009_000096.jpg,14,5,2,0,14
688,voc_emotic_ava/JPEGImages__2009_000444.jpg,2,1,2,0,45
689,voc_emotic_ava/JPEGImages__2009_000867.jpg,16,1,6,2,10
690,voc_emotic_ava/JPEGImages__2009_001541.jpg,15,4,5,2,12
691,voc_emotic_ava/JPEGImages__2009_001817.jpg,13,4,4,0,13
692,voc_emotic_ava/JPEGImages__2009_002586.jpg,15,2,4,2,13
693,voc_emotic_ava/JPEGImages__2009_002887.jpg,10,7,5,1,15
694,voc_emotic_ava/JPEGImages__2009_003054.jpg,16,1,7,1,12
695,voc_emotic_ava/JPEGImages__2009_005154.jpg,13,3,6,0,13
696,voc_emotic_ava/JPEGImages__2010_000229.jpg,13,2,7,2,11
697,voc_emotic_ava/JPEGImages__2010_001225.jpg,12,6,4,1,14
698,voc_emotic_ava/JPEGImages__2010_002207.jpg,14,2,7,2,11
699,voc_emotic_ava/JPEGImages__2010_002326.jpg,14,1,3,1,13
700,voc_emotic_ava/JPEGImages__2010_003299.jpg,10,3,8,1,13
701,voc_emotic_ava/JPEGImages__2010_004517.jpg,16,1,7,1,12
702,voc_emotic_ava/JPEGImages__2010_005106.jpg,15,3,6,1,13
703,voc_emotic_ava/JPEGImages__2010_006358.jpg,16,2,4,2,11
704,voc_emotic_ava/JPEGImages__2011_001245.jpg,14,2,7,0,13
705,voc_emotic_ava/JPEGImages__2011_002397.jpg,16,3,3,0,14
706,voc_emotic_ava/JPEGImages__2011_004962.jpg,14,3,4,2,13
707,voc_emotic_ava/JPEGImages__2011_005049.jpg,12,7,4,1,12
708,voc_emotic_ava/JPEGImages__2011_005501.jpg,17,1,4,1,11
709,voc_emotic_ava/JPEGImages__2011_006602.jpg,10,8,6,1,9
710,voc_emotic_ava/JPEGImages__2011_007123.jpg,14,3,5,0,13
711,voc_emotic_ava/JPEGImages__2012_000513.jpg,16,1,7,4,8
712,voc_emotic_ava/JPEGImages__2012_000946.jpg,14,4,9,2,10
713,voc_emotic_ava/JPEGImages__2012_002322.jpg,12,8,2,0,10
714,voc_emotic_ava/JPEGImages__2012_002437.jpg,8,8,8,0,10
